2021-02-28 19:31:54 | Start dataGenerator
2021-02-28 19:32:39 | Start dataGenerator
2021-02-28 19:35:46 | Start dataGenerator
2021-02-28 19:35:46 | load data...
2021-02-28 19:38:52 | Start dataGenerator
2021-02-28 19:38:52 | load data...
2021-02-28 19:40:09 | Start dataGenerator
2021-02-28 19:40:09 | load data...
2021-02-28 19:40:09 | 1.
2021-02-28 19:40:10 | 2.
2021-02-28 19:40:10 | 3.
2021-02-28 19:40:11 | 4.
2021-02-28 19:40:12 | 5.
2021-02-28 19:40:13 | 6.
2021-02-28 19:40:14 | 7.
2021-02-28 19:40:15 | 8.
2021-02-28 19:40:15 | 9.
2021-02-28 19:40:17 | 10.
2021-02-28 19:40:18 | 11.
2021-02-28 19:40:19 | 12.
2021-02-28 19:40:20 | 13.
2021-02-28 19:40:21 | 14.
2021-02-28 19:40:22 | 15.
2021-02-28 19:40:23 | 16.
2021-02-28 19:40:24 | 17.
2021-02-28 19:40:26 | 18.
2021-02-28 19:40:27 | 19.
2021-02-28 19:40:29 | 20.
2021-02-28 19:40:30 | 21.
2021-02-28 19:40:32 | 22.
2021-02-28 19:40:33 | 23.
2021-02-28 19:40:35 | 24.
2021-02-28 19:40:37 | 25.
2021-02-28 19:40:38 | 26.
2021-02-28 19:40:39 | 27.
2021-02-28 19:40:39 | 28.
2021-02-28 19:40:40 | 29.
2021-02-28 19:40:41 | 30.
2021-02-28 19:40:43 | 31.
2021-02-28 19:40:43 | 32.
2021-02-28 19:40:44 | 33.
2021-02-28 19:40:45 | 34.
2021-02-28 19:40:46 | 35.
2021-02-28 19:40:47 | 36.
2021-02-28 19:40:48 | 37.
2021-02-28 19:40:49 | 38.
2021-02-28 19:40:50 | 39.
2021-02-28 19:40:51 | 40.
2021-02-28 19:40:53 | 41.
2021-02-28 19:40:54 | 42.
2021-02-28 19:40:55 | 43.
2021-02-28 19:40:57 | 44.
2021-02-28 19:41:00 | 45.
2021-02-28 19:41:01 | 46.
2021-02-28 19:41:02 | 47.
2021-02-28 19:41:03 | 48.
2021-02-28 19:41:04 | 49.
2021-02-28 19:41:06 | 50.
2021-02-28 19:41:07 | 51.
2021-02-28 19:41:09 | 52.
2021-02-28 19:41:11 | 53.
2021-02-28 19:41:13 | 54.
2021-02-28 19:41:15 | 55.
2021-02-28 19:41:17 | 56.
2021-02-28 19:41:19 | 57.
2021-02-28 19:41:22 | 58.
2021-02-28 19:41:25 | 59.
2021-02-28 19:41:27 | 60.
2021-02-28 19:41:29 | 61.
2021-02-28 19:41:30 | 62.
2021-02-28 19:41:31 | 63.
2021-02-28 19:41:31 | 64.
2021-02-28 19:41:32 | 65.
2021-02-28 19:41:33 | 66.
2021-02-28 19:41:34 | 67.
2021-02-28 19:41:35 | 68.
2021-02-28 19:41:36 | 69.
2021-02-28 19:41:38 | 70.
2021-02-28 19:41:39 | 71.
2021-02-28 19:41:40 | 72.
2021-02-28 19:41:41 | 73.
2021-02-28 19:41:42 | 74.
2021-02-28 19:41:43 | 75.
2021-02-28 19:41:44 | 76.
2021-02-28 19:41:46 | 77.
2021-02-28 19:41:48 | 78.
2021-02-28 19:41:49 | 79.
2021-02-28 19:41:51 | 80.
2021-02-28 19:41:52 | 81.
2021-02-28 19:41:54 | 82.
2021-02-28 19:41:56 | 83.
2021-02-28 19:41:58 | 84.
2021-02-28 19:42:00 | 85.
2021-02-28 19:42:01 | 86.
2021-02-28 19:42:02 | 87.
2021-02-28 19:42:02 | 88.
2021-02-28 19:42:03 | 89.
2021-02-28 19:42:05 | 90.
2021-02-28 19:42:07 | 91.
2021-02-28 19:42:07 | 92.
2021-02-28 19:42:08 | 93.
2021-02-28 19:42:09 | 94.
2021-02-28 19:42:11 | 95.
2021-02-28 19:42:12 | 96.
2021-02-28 19:42:13 | 97.
2021-02-28 19:42:14 | 98.
2021-02-28 19:42:15 | 99.
2021-02-28 19:42:16 | 100.
2021-02-28 19:42:18 | 101.
2021-02-28 19:42:19 | 102.
2021-02-28 19:42:20 | 103.
2021-02-28 19:42:23 | 104.
2021-02-28 19:42:26 | 105.
2021-02-28 19:42:27 | 106.
2021-02-28 19:42:29 | 107.
2021-02-28 19:42:30 | 108.
2021-02-28 19:42:31 | 109.
2021-02-28 19:42:33 | 110.
2021-02-28 19:42:34 | 111.
2021-02-28 19:42:37 | 112.
2021-02-28 19:42:39 | 113.
2021-02-28 19:42:41 | 114.
2021-02-28 19:42:43 | 115.
2021-02-28 19:42:46 | 116.
2021-02-28 19:42:49 | 117.
2021-02-28 19:42:52 | 118.
2021-02-28 19:42:55 | 119.
2021-02-28 19:42:57 | 120.
2021-02-28 19:43:00 | 121.
2021-02-28 19:43:01 | 122.
2021-02-28 19:43:02 | 123.
2021-02-28 19:43:02 | 124.
2021-02-28 19:43:03 | 125.
2021-02-28 19:43:05 | 126.
2021-02-28 19:43:06 | 127.
2021-02-28 19:43:07 | 128.
2021-02-28 19:43:08 | 129.
2021-02-28 19:43:10 | 130.
2021-02-28 19:43:12 | 131.
2021-02-28 19:43:13 | 132.
2021-02-28 19:43:14 | 133.
2021-02-28 19:43:15 | 134.
2021-02-28 19:43:16 | 135.
2021-02-28 19:43:18 | 136.
2021-02-28 19:43:19 | 137.
2021-02-28 19:43:21 | 138.
2021-02-28 19:43:23 | 139.
2021-02-28 19:43:25 | 140.
2021-02-28 19:43:27 | 141.
2021-02-28 19:43:29 | 142.
2021-02-28 19:43:31 | 143.
2021-02-28 19:43:33 | 144.
2021-02-28 19:43:36 | 145.
2021-02-28 19:43:37 | 146.
2021-02-28 19:43:38 | 147.
2021-02-28 19:43:38 | 148.
2021-02-28 19:43:39 | 149.
2021-02-28 19:43:41 | 150.
2021-02-28 19:43:43 | 151.
2021-02-28 19:43:44 | 152.
2021-02-28 19:43:45 | 153.
2021-02-28 19:43:46 | 154.
2021-02-28 19:43:47 | 155.
2021-02-28 19:43:49 | 156.
2021-02-28 19:43:50 | 157.
2021-02-28 19:43:51 | 158.
2021-02-28 19:43:52 | 159.
2021-02-28 19:43:53 | 160.
2021-02-28 19:43:55 | 161.
2021-02-28 19:43:57 | 162.
2021-02-28 19:43:58 | 163.
2021-02-28 19:44:01 | 164.
2021-02-28 19:44:04 | 165.
2021-02-28 19:44:06 | 166.
2021-02-28 19:44:08 | 167.
2021-02-28 19:44:09 | 168.
2021-02-28 19:44:11 | 169.
2021-02-28 19:44:12 | 170.
2021-02-28 19:44:14 | 171.
2021-02-28 19:44:17 | 172.
2021-02-28 19:44:20 | 173.
2021-02-28 19:44:22 | 174.
2021-02-28 19:44:24 | 175.
2021-02-28 19:44:28 | 176.
2021-02-28 19:44:31 | 177.
2021-02-28 19:44:35 | 178.
2021-02-28 19:44:39 | 179.
2021-02-28 19:44:42 | 180.
2021-02-28 19:44:45 | 181.
2021-02-28 19:44:46 | 182.
2021-02-28 19:44:47 | 183.
2021-02-28 19:44:48 | 184.
2021-02-28 19:44:49 | 185.
2021-02-28 19:44:51 | 186.
2021-02-28 19:44:52 | 187.
2021-02-28 19:44:53 | 188.
2021-02-28 19:44:55 | 189.
2021-02-28 19:44:57 | 190.
2021-02-28 19:44:59 | 191.
2021-02-28 19:45:00 | 192.
2021-02-28 19:45:01 | 193.
2021-02-28 19:45:03 | 194.
2021-02-28 19:45:04 | 195.
2021-02-28 19:45:06 | 196.
2021-02-28 19:45:08 | 197.
2021-02-28 19:45:10 | 198.
2021-02-28 19:45:12 | 199.
2021-02-28 19:45:15 | 200.
2021-02-28 19:45:17 | 201.
2021-02-28 19:45:19 | 202.
2021-02-28 19:45:21 | 203.
2021-02-28 19:45:24 | 204.
2021-02-28 19:45:28 | 205.
2021-02-28 19:45:29 | 206.
2021-02-28 19:45:30 | 207.
2021-02-28 19:45:30 | 208.
2021-02-28 19:45:31 | 209.
2021-02-28 19:45:34 | 210.
2021-02-28 19:45:36 | 211.
2021-02-28 19:45:37 | 212.
2021-02-28 19:45:38 | 213.
2021-02-28 19:45:40 | 214.
2021-02-28 19:45:42 | 215.
